02611002	34338
02336483	33370
08701719	38025
00155487	4237
03013718	15515
02601680	40391
04782116	13846
00444651	37158
02625648	1844
05879441	15962
05387544	17400
05637106	40420
12704844	1038
01059400	11392
11508092	30762
12366186	13948
02169702	11168
10692696	32538
02880940	3627
14092247	33092
03432129	2416
02409941	25224
01973375	34167
02902816	8531
00900583	11269
02157731	9444
14586769	17411
01757677	23149
14812359	40116
13261779	1801
14405931	6084
00900581	12042
01277755	29142
00432683	9806
00419685	27809
05627785	14662
00924579	35118
11991080	18458
14381416	17654
00432689	17944
11787391	22385
01566916	9844
11618525	22380
00838098	22019
10486349	27628
09042924	20531
04098513	24962
02588122	29763
01300655	2127
07818133	17875
09762509	27619
13549916	29115
13285714	6651
00216991	29621
03674440	35739
00179486	14632
01277784	38080
12655351	1426
05892427	40537
04760771	643
02084252	34069
07341860	34321
06169050	30408
00660381	30882
12932532	9092
01324610	39821
00253919	28285
07735294	21472
01505991	17062
00204943	10912
01214171	29570
10161178	16581
04290259	21152
09750524	21417
00417001	21047
02637637	36076
02914813	19806
02613687	27171
02635013	30328
05074374	11108
03948041	30491
10317500	9911
11643506	33235
05867413	11161
03157582	1686
00385791	5249
06243575	22720
07593549	34783
07316856	40529
14319454	40637
01265740	23432
02564130	19194
01011425	8712
11354333	27236
09052314	32673
12692323	33821
09066948	27708
01684180	12190
13716686	12901
00397760	14395
02554797	40719
03924069	20534
08737716	32976
06975132	26569
00887081	15236
07786856	31575
13993356	3686
02591757	24171
00419644	8577
02588108	15786
01794668	3354
02133704	30233
00662972	9414
14069895	38560
14043243	33718
07857731	20556
07123552	6842
04640927	11847
05243704	25097
14393438	11125
02564146	19686
00659349	36733
01782650	11177
15190520	5258
00035603	6194
01253778	8859
07302267	9149
02552171	4536
00733883	22694
09688008	21219
08174995	5952
00731222	17731
05965933	30211
02831998	19346
05591256	26852
01985331	4939
00442063	13286
15092059	27770
00180495	20242
02900219	31579
02483908	7423
04351776	30105
03963645	16842
13199244	30640
02591736	29261
02108791	38564
00008007	15801
03686470	22409
11738378	23901
01251128	16561
02841315	20744
08821578	794
01336635	10095
08436562	16453
06987124	3872
04387706	28439
05926358	11057
05062370	12682
02576110	20871
00373766	13457
08857529	5245
00023646	18644
04652930	31822
01804595	35837
14777441	27104
11138681	24723
06880249	20140
14429985	3723
06098195	7545
12474006	17408
10476928	28693
00770834	32891
05529286	8402
13631194	26739
03410740	29743
14993137	40656
01346003	5795
09786585	8098
10148165	14154
13763058	36226
10450303	2445
02855925	37175
09845401	39961
00838043	14864
00334174	2275
01733634	36669
15006118	22588
00131426	40216
01121948	7019
14670639	25970
02458943	23401
01432474	30352
01684133	10303
02011281	10482
12393723	39112
10041373	21993
13501941	9255
10067968	8872
03407122	14796
10209616	38068
02348405	101
01696135	26294
08088472	34710
11885856	19388
01672168	14141
00853649	32007
02649689	14465
03997027	33010
14682642	24989
12858019	10371
02407390	40929
08845555	12690
00757856	32287
07233996	19533
05133287	21644
00539510	40445
02192127	3779
05593871	23709
05951323	14293
06170025	23772
08221897	1763
06953731	10694
00429060	922
00853633	8892
02434976	16951
01517966	8578
01662784	6562
02312478	23858
02985137	7555
01420451	32940
10151760	19381
04277204	36581
12790835	7918
01358023	14341
05578251	25653
01733667	13961
09448361	7535
13751036	24053
00008055	22972
11932745	13903
02407338	23068
03759954	35461
09532214	23406
11873845	39665
09091909	12483
09943811	14235
09162803	32243
00429048	279
02336451	30448
06615561	14011
01419473	26437
09111168	11836
01900408	2866
12608941	26617
04708113	22719
09916209	24568
09918867	24450
03662452	34677
03637480	11548
10932898	12793
03265479	25712
03649459	19436
02265560	17216
12464649	25120
07304852	37351
00804695	11006
02336449	33708
12449024	13689
14753414	16291
13726074	490
11775340	22276
00106456	18626
00841628	22398
02686625	12431
13525912	17207
02253592	22377
06497872	6609
14442933	13665
10210648	6594
03037709	29939
03818843	35267
10138767	9253
00334186	12761
02013889	23929
09137869	2545
11080745	17459
12836663	26674
12920521	18675
05169242	20453
02324478	21650
01731031	9517
01505958	39822
11834272	35963
08218212	38309
09461315	40591
12751172	26247
02505809	30987
02505807	19960
01407465	14633
10163723	15009
09798534	21247
08135342	84
00444629	13526
00361797	32180
00287258	10021
02662688	38060
04625284	20816
05483388	35417
02277556	9276
05613170	20058
00405079	39979
01769635	20949
12775225	16176
13200806	22920
00033020	6691
04241249	18069
02290521	19653
03961070	7175
08245802	7907
04664964	31815
05601198	17039
04999401	7769
14488317	19747
01914961	7236
01432517	397
01647229	35030
04723816	394
02432291	27017
10378412	5274
07436661	6361
04880573	17068
08052549	19236
02050921	29156
01588297	39778
14692026	10282
10643727	19719
01420525	24323
10100124	5913
09365443	24452
11929027	27966
08064523	31682
11895270	37613
03879705	8250
00096513	8310
09150863	34230
03578656	18583
06869951	30756
08558963	11431
00299341	33650
01674850	7935
01170983	38374
00309115	34512
01194938	18713
10569179	37668
07410021	3834
08784104	31761
09341465	24034
07206302	35357
09629752	517
13608788	12900
14919272	27263
11871294	14037
09208702	32863
08772137	29908
02721438	34505
05747582	8965
09390424	36497
02074915	1091
11655592	38990
00096520	12517
04892544	38872
11753936	17824
02999757	13694
12031547	26405
06121113	40055
03023175	31273
04407007	39379
02001858	6111
00336718	37940
02025829	35658
02481231	23288
08040522	23518
02228565	13401
02530861	8661
08735164	11486
10112129	19333
02037989	26539
09113762	26541
00312784	2433
00059552	1915
07255401	15054
15031073	40078
04361095	9432
00527498	32312
01914947	2414
09064264	1292
02180152	33619
02686568	7799
13329047	29606
12822115	23916
13775093	31503
02035337	1329
11777929	26479
10822338	6093
13920429	25910
04385079	36183
01106377	40256
05999266	16777
13932421	17192
09906986	20150
12320806	18654
12741792	31688
10366484	39669
11956671	16107
02446888	18182
00289974	27193
01659248	6033
05723563	11625
00611433	7253
08519444	39598
02179154	21663
13344664	25309
05279688	8021
02182796	23519
12753762	23673
10187842	39240
01841591	26419
09353437	27123
03289462	19115
00322151	26290
01926988	27163
07723330	31871
01926984	14320
12559518	21156
00348746	30366
01853542	28972
02493260	28608
11413263	1477
08279298	21895
00780148	11507
01145944	11404
01180351	22116
04157320	9569
02708420	38217
02241569	676
03326948	36237
01623284	16630
07208930	13003
13165815	18068
03011162	35125
10604180	33882
05241072	37085
04243941	31232
14234074	3324
03816136	32854
10584729	38895
02515214	2500
08977428	24047
10667709	12557
08520401	8151
00588473	23072
13210205	11341
00865776	21380
02001821	16061
02167151	16297
09627117	39561
15236475	26297
11978035	2955
00961586	32572
15224486	1959
02062991	24101
00226379	21079
00420712	34819
12317296	11256
04686388	31937
01708676	1342
07975026	1764
08713772	5422
01987938	20378
00430099	39319
07064715	5647
02539251	24408
12329260	3083
08774704	26394
01098968	25731
05050379	10740
13163250	3411
14525777	39454
08196230	4301
09713501	15996
10689104	7778
12077062	32862
14102075	19970
06759349	32249
12714114	26561
02924116	3790
02300554	22361
01047381	14018
03880770	36267
01456463	265
09989290	684
00889740	11467
01084331	7110
12618336	22603
07039770	29929
10283663	26135
00155547	19850
12657940	18617
13222227	25287
01167385	27372
04468005	11768
05784560	2681
02397460	4065
08160276	1088
10256080	13255
13317002	27950
00780191	23975
12090041	5529
03302938	28801
02540255	10829
03853178	32735
06461830	26530
01591835	2324
09304465	2781
06688522	9433
02300549	33348
05519820	9032
08678783	5310
00277935	21077
04603872	28359
00072586	28858
11714382	40361
01241767	12751
03529629	40082
13618180	15233
12261808	19082
01566888	920
12968408	21537
00466053	19605
00961594	33138
00706243	8561
11440802	40666
01371092	24653
07520612	1282
00084562	9566
11427842	30651
04517408	37654
07375214	19717
12633994	17109
07314277	26306
12631331	32605
13080471	10896
07963087	26462
01936391	40151
07749969	37030
01975912	5010
00875141	3353
01395049	14889
00383093	26285
02216547	37926
01194904	23813
01889520	14883
10738515	24712
